name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill ECO 8 GB,,"3,1333","2,4",,White,10.503,7
G.Skill F3-10666CL8D-4GBHK 4 GB,,"3,1333","2,2",,Blue / Silver,12.003,8
G.Skill Ripjaws 4 GB,,"3,1333","2,2",,Black / Red,10.503,7
G.Skill ECO 4 GB,,"3,1333","2,2",,White,13.503,9
G.Skill ECO 4 GB,,"3,1333","2,2",,Silver,12.003,8
G.Skill ECO 4 GB,,"3,1333","2,2",,White,10.503,7
G.Skill F3-10666CL7T-6GBPK 6 GB,,"3,1333","3,2",,Blue / Silver,10.503,7
G.Skill Ripjaws X 4 GB,,"3,1333","2,2",,Black / Blue,10.503,7
G.Skill Ripjaws X 4 GB,,"3,1333","2,2",,Black / Blue,12.003,8
G.Skill Ripjaws X 8 GB,,"3,1333","2,4",,Black / Blue,10.503,7
G.Skill Ripjaws X 16 GB,,"3,1333","4,4",,Black / Blue,10.503,7
G.Skill Ripjaws 4 GB,,"3,1066","1,4",,Black / Red,13.133,7
G.Skill Ripjaws 8 GB,,"3,1333","4,2",,Black / Red,13.503,9
G.Skill Flare 4 GB,,"3,2000","2,2",,Black / Red,9,9
G.Skill Flare 4 GB,,"3,1800","2,2",,Black / Red,10,9
G.Skill F3-10666CL9T-6GBNQ 6 GB,,"3,1333","3,2",,Red / Silver,13.503,9
G.Skill NS 4 GB,,"3,1333","2,2",,Blue,13.503,9
G.Skill Ripjaws 8 GB,,"3,2000","2,4",,Black / Blue,9,9
G.Skill F3-10666CL9T2-12GBNQ 12 GB,,"3,1333","6,2",,Red / Silver,13.503,9
G.Skill Ripjaws+ Turbulence II 4 GB,,"3,2000","2,2",,Black / Red,9,9
G.Skill NS 2 GB,,"3,1333","1,2",,Green,13.503,9
G.Skill F3-10666CL9T-3GBNQ 3 GB,,"3,1333","3,1",,Red / Silver,13.503,9
G.Skill Ripjaws 12 GB,,"3,2000","3,4",,Black / Blue,9,9
G.Skill Ripjaws + Turbulence II 6 GB,,"3,2000","3,2",,Black / Red,9,9
G.Skill Trident+ Turbulence II 6 GB,,"3,2000","3,2",,Black / Red,9,9
G.Skill PIS 4 GB,,"3,2200","2,2",,Black / Blue,6.364,7
G.Skill Trident+ Turbulence II 4 GB,,"3,2000","2,2",,Black / Red,9,9
G.Skill Value 4 GB,,"3,1333","1,4",,Black,13.503,9
G.Skill Trident + Turbulence II 8 GB,,"3,2000","2,4",,Black / Red,9,9
G.Skill Trident+ Turbulence II 12 GB,,"3,2000","3,4",,Black / Red,9,9
G.Skill ECO 8 GB,,"3,1333","4,2",,Silver,13.503,9
G.Skill PI + Turbulence 4 GB,,"3,2133","2,2",,Black / Blue,6.564,7
G.Skill Ripjaws X 4 GB,,"3,1866","2,2",,Black / Red,9.646,9
G.Skill Ripjaws X 16 GB,,"3,1333","4,4",,Black / Red,13.503,9
G.Skill Flare 8 GB,,"3,2000","2,4",,Black / Red,9,9
G.Skill Ripjaws X 8 GB,,"3,1600","2,4",,Black / Blue,8.75,7
G.Skill Ripjaws X + Turbulence II 8 GB,,"3,2133","2,4",,Black / Red,8.439,9
G.Skill Ripjaws X + Turbulence II 4 GB,,"3,2200","2,2",,Black / Red,8.182,9
G.Skill Ripjaws X + Turbulence II 4 GB,,"3,2133","2,2",,Black / Blue,6.564,7
G.Skill Ripjaws X 4 GB,,"3,1600","2,2",,Black / Blue,8.75,7
G.Skill Ripjaws X + Turbulence II 4 GB,,"3,2133","2,2",,Black / Blue,8.439,9
ADATA XPG Gaming 6 GB,,"3,2000","3,2",,Black / Silver,9,9
ADATA XPG Gaming Series v2.0 8 GB,,"3,2000","2,4",,Black / Green,9,9
ADATA XPG Gaming 4 GB,,"3,2000","2,2",,Black / Silver,9,9
Corsair XMS3 4 GB,,"3,2000","2,2",,Black / White,9,9
Corsair XMS3 6 GB,,"3,2000","3,2",,Black / White,9,9
Corsair XMS3 12 GB,,"3,2000","3,4",,Black / White,9,9
Corsair Vengeance 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Crucial Ballistix 4 GB,,"3,2133","2,2",,Black / Orange,8.439,9
Crucial Ballistix 6 GB,,"3,2133","3,2",,Black / Orange,8.439,9
Crucial Ballistix 4 GB,,"3,1866","2,2",,Black / Orange,9.646,9
Crucial Ballistix 2 GB,,"3,2133","1,2",,Black / Orange,8.439,9
Crucial Ballistix 2 GB,,"3,1866","1,2",,Black / Orange,9.646,9
Crucial Ballistix 6 GB,,"3,1866","3,2",,Black / Orange,9.646,9
Crucial Ballistix Tracer 4 GB,,"3,1333","2,2",,Red / Silver,10.503,7
Crucial Ballistix Smart Tracer 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 2 GB,,"3,1600","1,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 6 GB,,"3,1600","3,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 4 GB,,"3,1600","2,2",,Black / Silver,10,8
Crucial Ballistix Smart Tracer 2 GB,,"3,1600","1,2",,Black / Silver,10,8
G.Skill PI + Turbulence II 4 GB,,"3,2400","2,2",,Black / Blue,6.667,8
GeIL Black Dragon 4 GB,,"3,1066","2,2",,Black / Gold,13.133,7
GeIL Black Dragon 4 GB,,"3,1333","2,2",,Black / Gold,13.503,9
GeIL Black Dragon 4 GB,,"3,1333","2,2",,Black / Gold,10.503,7
GeIL Black Dragon 12 GB,,"3,1333","6,2",,Black / Gold,13.503,9
GeIL Black Dragon 4 GB,,"3,1333","2,2",,Black / Gold,9.002,6
GeIL Value PLUS 4 GB,,"3,1333","2,2",,Black / Silver,13.503,9
GeIL Value PLUS 12 GB,,"3,1333","6,2",,Black / Silver,13.503,9
GeIL Value PLUS 6 GB,,"3,1066","3,2",,Black / Silver,13.133,7
GeIL Value PLUS 4 GB,,"3,1333","2,2",,Black / Silver,10.503,7
GeIL Value PLUS 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
GeIL Value PLUS 4 GB,,"3,1066","1,4",,Black / Silver,13.133,7
GeIL Value PLUS 4 GB,,"3,1333","1,4",,Black / Silver,13.503,9
GeIL Value PLUS 8 GB,,"3,1066","2,4",,Black / Silver,13.133,7
OCZ Reaper 4 GB,,"3,2000","2,2",,Black / Silver,9,9
OCZ Reaper Edition 12 GB,,"3,1333","3,4",,Black / Silver,13.503,9
OCZ Reaper X 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
OCZ Reaper HPC 4 GB,,"3,2133","2,2",,Black / Silver,8.439,9
OCZ Reaper HPC 24 GB,,"3,1333","6,4",,Black / Silver,13.503,9
GeIL Evo Two 4 GB,,"3,1333","2,2",,Black / Red,9.002,6
Patriot Viper II Sector 5 4 GB,,"3,1333","2,2",,Black / Red,10.503,7
Patriot Viper II Sector 7 Edition 24 GB,,"3,1333","6,4",,Black / Blue,13.503,9
Patriot Viper II ‘Sector 7’ Edition 12 GB,,"3,2000","3,4",,Black / Blue,9,9
Patriot Viper II 'Sector 5' Edition 4 GB,,"3,2400","2,2",,Black / Red,7.5,9
Patriot Viper II 'Sector 5' Edition 4 GB,,"3,2133","2,2",,Black / Red,8.439,9
Patriot Viper Xtreme 6 GB,,"3,2000","3,2",,Black / Silver,9,9
Patriot Viper Xtreme 4 GB,,"3,2000","2,2",,Black / Silver,9,9
Patriot Viper II Sector 7 Edition 6 GB,,"3,2000","3,2",,Black / Blue,9,9
Patriot Viper Xtreme 12 GB,,"3,2000","3,4",,Black / Silver,9,9
Patriot Viper II ‘Sector 5’ Edition 8 GB,,"3,2000","2,4",,Black / Red,9,9
Patriot Viper II Sector 7 Edition 12 GB,,"3,1333","3,4",,Black / Blue,13.503,9
Patriot Viper Xtreme 8 GB,,"3,2000","2,4",,Black / Silver,9,9
"Patriot Viper Xtreme Series, Division 2 4 GB",,"3,1866","2,2",,Black / Silver,9.646,9
Patriot Gamer 2 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
"Patriot Viper Xtreme Series, Division 2 4 GB",,"3,1600","2,2",,Black / Silver,10,8
Patriot Gamer 2 8 GB,,"3,1333","2,4",,Black / Blue,13.503,9
"Patriot Viper Xtreme Series, Division 2 8 GB",,"3,1600","2,4",,Black / Silver,10,8
OCZ Gold 4 GB,,"3,1066","2,2",,Black / Gold,13.133,7
OCZ Gold 4 GB,,"3,1333","2,2",,Black / Gold,13.503,9
OCZ Gold 8 GB,,"3,1333","4,2",,Black / Gold,13.503,9
OCZ Platinum 4 GB,,"3,1333","2,2",,Silver,12.003,8
OCZ Platinum 4 GB,,"3,2000","2,2",,Silver,9,9
OCZ Gold 6 GB,,"3,2000","3,2",,Black / Gold,10,10
OCZ Platinum 6 GB,,"3,1333","3,2",,Silver,12.003,8
OCZ Gold 4 GB,,"3,1333","1,4",,Black / Gold,13.503,9
OCZ Platinum 4 GB,,"3,2133","2,2",,Silver,8.439,9
OCZ Platinum XTE 6 GB,,"3,1600","3,2",,Black / Silver,7.5,6
OCZ Platinum XTE 4 GB,,"3,1600","2,2",,Black / Silver,7.5,6
OCZ Platinum 24 GB,,"3,1333","6,4",,Silver,13.503,9
OCZ Gold 24 GB,,"3,1333","6,4",,Black / Gold,13.503,9
OCZ Platinum XTE 4 GB,,"3,2133","2,2",,Black / Silver,8.439,9
Kingston ValueRAM 2 GB,,"3,1333","2,1",,Green,13.503,9
Kingston ValueRAM 2 GB,,"3,1066","2,1",,Green,13.133,7
Kingston ValueRAM 3 GB,,"3,1333","3,1",,Green,13.503,9
Mushkin Silverline 2 GB,,"3,1333","1,2",,White,13.503,9
Mushkin Silverline 6 GB,,"3,1333","3,2",,Silver,13.503,9
Mushkin Silverline 6 GB,,"3,1333","3,2",,Silver,13.503,9
Mushkin Silverline 12 GB,,"3,1333","3,4",,Black / Gray,13.503,9
Mushkin Silverline 4 GB,,"3,1333","2,2",,Black / Gray,13.503,9
Mushkin Silverline 4 GB,,"3,1333","2,2",,White,13.503,9
Mushkin Blackline 4 GB,,"3,1333","2,2",,Black / Silver,12.003,8
Mushkin Blackline 6 GB,,"3,1333","3,2",,Black / Silver,12.003,8
Mushkin Blackline 4 GB,,"3,1333","2,2",,Black / Silver,10.503,7
Mushkin Blackline 6 GB,,"3,1333","3,2",,Black / Silver,10.503,7
Patriot Extreme Performance Gaming 6 GB,,"3,1333","3,2",,Black / Green,13.503,9
Patriot G Series Sector 5 Edition 4 GB,,"3,2000","2,2",,Black / Red,9,9
GeIL Evo Two 4 GB,,"3,2000","2,2",,Black / Red,9,9
GeIL Ultra PLUS 4 GB,,"3,2000","2,2",,Black / Silver,9,9
GeIL Value 2 GB,,"3,1066","1,2",,Silver,13.133,7
GeIL Value 2 GB,,"3,1333","1,2",,Silver,13.503,9
GeIL GV34GB1066C7DC 4 GB,,"3,1066","2,2",,Silver,13.133,7
Kingston HyperX T1 4 GB,,"3,2250","2,2",,Blue,8,9
OCZ Flex EX 12 GB,,"3,2133","3,4",,Black / Silver,9.376,10
Kingston HyperX 3 GB,,"3,2333","3,1",,Blue,7.715,9
Kingston HyperX 3 GB,,"3,2333","3,1",,Blue,7.715,9
OCZ Gold XTE 4 GB,,"3,2000","2,2",,Black / Gold,10,10
Kingston KVR1066D3N7K3/3G 3 GB,,"3,1066","3,1",,Green,13.133,7
Kingston KVR1066D3/2GR 2 GB,,"3,1066","1,2",,Green,13.133,7
Kingston KVR1066D3K2/4GR 4 GB,,"3,1066","2,2",,Green,13.133,7
Kingston KVR1333D3/4GR 4 GB,,"3,1333","1,4",,Green,13.503,9
OCZ Flex II 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9
OCZ Signature 4 GB,,"3,1333","2,2",,Red / Silver,13.503,9
Mushkin SP 6 GB,,"3,1333","3,2",,Green,13.503,9
PNY Optima 4 GB,,"3,1333","1,4",,Orange,13.503,9
Patriot Signature 1 GB,,"3,1333","1,1",,Green,13.503,9
Mushkin Redline 4 GB,,"3,1600","2,2",,Red / Silver,7.5,6
Crucial CT2KIT12864BA1067 2 GB,,"3,1066","2,1",,Green,13.133,7
Kingston HyperX Grey 4 GB,,"3,2133","2,2",,Gray / Silver,8.439,9
Patriot Signature 4 GB,,"3,1600","2,2",,Green,11.25,9
OCZ Gold XTE 6 GB,,"3,2000","3,2",,Black / Gold,10,10
OCZ Platinum XTE 4 GB,,"3,2000","2,2",,Black / Silver,8,8
OCZ Platinum XTE 4 GB,,"3,2000","2,2",,Black / Silver,9,9
G.Skill PIS 4 GB,,"3,2000","2,2",,Black / Blue,9,9
Mushkin Silverline 4 GB,,"3,1600","2,2",,Black / Silver,11.25,9
Mushkin Silverline 6 GB,,"3,1600","3,2",,Black / Silver,11.25,9
G.Skill Ripjaws X 4 GB,,"3,2133","2,2",,Black / Red,8.439,9
G.Skill Ripjaws X + Turbulence II 4 GB,,"3,2133","2,2",,Black / Blue,7.501,8
G.Skill Ripjaws X 8 GB,,"3,1600","2,4",,Black / Blue,10,8
G.Skill Ripjaws X + Turbulence II 8 GB,,"3,1866","2,4",,Black / Red,9.646,9
G.Skill Ripjaws X + Turbulence II 16 GB,,"3,2133","4,4",,Black / Red,8.439,9
Mushkin Radioactive 4 GB,,"3,1600","2,2",,Black / Yellow,7.5,6
Kingston KHX1600C9D3K2/8G 8 GB,,"3,1600","2,4",,Blue / Silver,11.25,9
Mushkin Blackline 4 GB,,"3,1600","2,2",,Black / Silver,7.5,6
Corsair Dominator 4 GB,,"3,1600","2,2",,Black / Blue,11.25,9
Kingston KHX1333C7AD3/4G 4 GB,,"3,1333","1,4",,Blue / Silver,10.503,7
Mushkin Redline 8 GB,,"3,1600","2,4",,Red,8.75,7
G.Skill Ripjaws X + Turbulence II 4 GB,,"3,2200","2,2",,Black / Blue,8.182,9
G.Skill ECO 8 GB,,"3,1600","4,2",,Silver,11.25,9
Kingston HyperX T1 4 GB,,"3,1600","2,2",,Blue,11.25,9
Corsair Dominator 24 GB,,"3,1333","6,4",,Black / Blue,13.503,9
Crucial Ballistix 3 GB,,"3,1600","3,1",,Black / White,10,8
Mushkin Redline 8 GB,,"3,1600","2,4",,Red / Silver,8.75,7
Mushkin Blackline 6 GB,,"3,1600","3,2",,Black / Silver,7.5,6
Mushkin Radioactive 6 GB,,"3,1600","3,2",,Yellow / Black,7.5,6
OCZ Gold 12 GB,,"3,1600","6,2",,Black / Gold,10,8
Kingston HyperX T1 4 GB,,"3,1866","2,2",,Blue,9.646,9
Kingston HyperX Grey 8 GB,,"3,1600","2,4",,Gray / Silver,11.25,9
ADATA XPG Gaming 12 GB,,"3,1600","3,4",,Black / Silver,11.25,9
Crucial Ballistix 3 GB,,"3,1333","3,1",,Orange / White,10.503,7
G.Skill Ripjaws 12 GB,,"3,1600","3,4",,Black / Blue,8.75,7
Corsair Vengeance 6 GB,,"3,1600","3,2",,Black / Silver,11.25,9
Mushkin Blackline 8 GB,,"3,1600","2,4",,Black,11.25,9
Mushkin Redline 12 GB,,"3,1600","3,4",,Red,8.75,7
Mushkin Redline 12 GB,,"3,1600","3,4",,Red,8.75,7
Kingston HyperX T1 Black 12 GB,,"3,1600","3,4",,Black,11.25,9
Corsair XMS 8 GB,,"3,1333","4,2",,Black / Blue,13.503,9
Corsair Dominator GT 4 GB,,"3,2133","2,2",,Black / Red,8.439,9
Corsair Vengeance 4 GB,,"3,1600","2,2",,Black / Silver,11.25,9
Crucial Ballistix Sport 6 GB,,"3,1333","3,2",,Black / Silver,13.503,9
Crucial Ballistix Sport 2 GB,,"2,800","1,2",,Black / Silver,12.5,5
Crucial Ballistix Sport 2 GB,,"3,1333","1,2",,Black / Silver,13.503,9
Patriot Gamer 2 4 GB,,"3,1333","1,4",,Black / Blue,13.503,9
Crucial Ballistix Sport 4 GB,,"3,1600","2,2",,Black / Silver,12.5,10
Corsair Vengeance 4 GB,,"3,2000","2,2",,Black / Silver,9,9
Corsair Vengeance 6 GB,,"3,2000","3,2",,Black / Silver,10,10
Crucial Ballistix Sport 6 GB,,"3,1600","3,2",,Black / Silver,12.5,10
Crucial Ballistix Sport 2 GB,,"3,1600","1,2",,Black / Silver,12.5,10
GeIL Value PLUS 4 GB,,"3,1600","2,2",,Black / Silver,10,8
G.Skill Sniper 8 GB,,"3,1600","2,4",,Black / Red,8.75,7
G.Skill Ripjaws X + Fan 16 GB,,"3,2200","4,4",,Black / Red,8.182,9
Crucial Ballistix Sport 3 GB,,"3,1333","3,1",,Black / Silver,13.503,9
Crucial Ballistix Sport 4 GB,,"3,1333","1,4",,Black / Silver,13.503,9
Crucial Ballistix Sport 2 GB,,"3,1600","2,1",,Black / Silver,12.5,10
Crucial Ballistix Sport 3 GB,,"3,1600","3,1",,Black / Silver,12.5,10
Mushkin Blackline 12 GB,,"3,1600","3,4",,Black,11.25,9
Mushkin Redline 8 GB,,"3,2133","2,4",,Red,8.439,9
Mushkin Redline 8 GB,,"3,1600","2,4",,Red,8.75,7
Mushkin Redline 12 GB,,"3,1600","3,4",,Red,8.75,7
Mushkin Ridgeback 8 GB,,"3,1600","2,4",,Black,10,8
Mushkin Ridgeback 12 GB,,"3,1600","3,4",,Black,10,8
Mushkin Redline 8 GB,,"3,2133","2,4",,Red,8.439,9
Crucial Ballistix Sport 8 GB,,"3,1600","2,4",,Black / Silver,12.5,10
Crucial Ballistix Sport 12 GB,,"3,1333","3,4",,Black / Silver,13.503,9
Mushkin Blackline 8 GB,,"3,2000","2,4",,Black,9,9
Mushkin Blackline 4 GB,,"3,1600","2,2",,Black / Silver,11.25,9
Mushkin Blackline 8 GB,,"3,1600","2,4",,Black,11.25,9
Kingston KHX1600C9D3P1K2/4G 4 GB,,"3,1600","2,2",,Gray / Silver,11.25,9
Crucial Ballistix Sport 2 GB,,"3,1333","2,1",,Black / Silver,13.503,9
Crucial CT3KIT51264BA1339 12 GB,,"3,1333","3,4",,Green,13.503,9
Crucial Ballistix 6 GB,,"3,1600","3,2",,Black / Orange,10,8
Wintec One 4 GB,,"3,1600","2,2",,Black / Silver,11.25,9
Wintec One 6 GB,,"3,1600","3,2",,Black / Silver,11.25,9
Mushkin Blackline 12 GB,,"3,1600","3,4",,Black,10,8
Mushkin Blackline 8 GB,,"3,1600","2,4",,Black,10,8
Mushkin Blackline 8 GB,,"3,1866","2,4",,Black / Silver,9.646,9
ADATA Supreme 8 GB,,"3,1333","2,4",,Green,13.503,9
ADATA Supreme 4 GB,59.98,"3,1333","1,4",14.995,Green,13.503,9
ADATA AD3S1066B2G7-R 2 GB,,"3,1066","1,2",,Green,13.133,7
ADATA AD3S1333B2G9-R 2 GB,,"3,1333","1,2",,Green,13.503,9
Corsair VS4GSDSKIT667D2 4 GB,,"2,667","2,2",,Green,14.993,5
Corsair CMSO2GX3M1A1333C9 2 GB,,"3,1333","1,2",,Green,13.503,9
Corsair VS2GSDS667D2 2 GB,,"2,667","1,2",,Green,14.993,5
Corsair CMSO4GX3M2A1333C9 4 GB,,"3,1333","2,2",,Green,13.503,9
Crucial CT51264AC667 4 GB,79.48,"2,667","1,4",19.87,Green,14.993,5
Crucial CT2KIT12864AC800 2 GB,,"2,800","2,1",,Green,15,6
Crucial CT2KIT12864AC667 2 GB,,"2,667","2,1",,Green,14.993,5
Crucial CT25664BC1339 2 GB,,"3,1333","1,2",,Green,13.503,9
Crucial CT51264BC1339 4 GB,,"3,1333","1,4",,Green,13.503,9
Crucial CT2KIT51264AC800 8 GB,,"2,800","2,4",,Green,15,6
Crucial CT12864BC1067 1 GB,,"3,1066","1,1",,Green,13.133,7
Crucial CT2KIT12864BC1067 2 GB,,"3,1066","2,1",,Green,13.133,7
Crucial CT12864AC53E 1 GB,,"2,533","1,1",,Green,15.009,4
Crucial CT2KIT25664BC1339 4 GB,,"3,1333","2,2",,Green,13.503,9
Crucial CT2KIT6464AC667 1 GB,,"2,667","2,512",,Green,14.993,5
Crucial CT2KIT12864AC53E 2 GB,,"2,533","2,1",,Green,15.009,4
Crucial CT25664AC53E 2 GB,,"2,533","1,2",,Green,15.009,4
Crucial CT12864AC667 1 GB,,"2,667","1,1",,Green,14.993,5
Crucial CT2KIT51264BC1339 8 GB,,"3,1333","2,4",,Green,13.503,9
G.Skill F2-6400CL5S-2GBSK 2 GB,,"2,800","1,2",,Black / Silver,12.5,5
G.Skill F2-6400CL6S-4GBSQ 4 GB,,"2,800","1,4",,Green,15,6
G.Skill F3-10666CL9D-8GBSQ 8 GB,22.26,"3,1333","2,4",2.783,Green,13.503,9
G.Skill F2-6400CL6D-8GBSQ 8 GB,,"2,800","2,4",,Green,15,6
G.Skill F2-5300CL5S-2GBSK 2 GB,,"2,667","1,2",,Black / Silver,14.993,5
G.Skill F2-4200PHU1-1GBSA 1 GB,,"2,533","1,1",,Green,15.009,4
G.Skill F2-5300CL5S-2GBSQ 2 GB,,"2,667","1,2",,Green,14.993,5
G.Skill F2-5300CL4S-2GBSQ 2 GB,,"2,667","1,2",,Green,11.994,4
G.Skill F2-5300CL4D-4GBSQ 4 GB,,"2,667","2,2",,Green,11.994,4
G.Skill F2-4200CL4S-2GBSK 2 GB,,"2,533","1,2",,Black / Silver,15.009,4
G.Skill F2-4200CL4S-2GBSQ 2 GB,,"2,533","1,2",,Green,15.009,4
G.Skill F3-8500CL7D-4GBSQ 4 GB,,"3,1066","2,2",,Green,13.133,7
G.Skill F2-5300PHU2-2GBSA 2 GB,,"2,667","2,1",,Green,14.993,5
G.Skill F2-4200PHU2-2GBSA 2 GB,,"2,533","2,1",,Green,15.009,4
G.Skill F2-6400CL5D-2GBSA 2 GB,,"2,800","2,1",,Green,12.5,5
G.Skill F2-5300CL5S-4GBSQ 4 GB,,"2,667","1,4",,Green,14.993,5
G.Skill F2-6400CL5S-1GBSA 1 GB,,"2,800","1,1",,Green,12.5,5
G.Skill F2-5300CL5D-4GBSA 4 GB,,"2,667","2,2",,Green,14.993,5
G.Skill F2-5300CL4S-1GBSA 1 GB,,"2,667","1,1",,Green,11.994,4
G.Skill F2-5300PHU1-1GBSA 1 GB,,"2,667","1,1",,Green,14.993,5
G.Skill F3-10666CL9S-4GBSQ 4 GB,,"3,1333","1,4",,Green,13.503,9
G.Skill F3-10600CL9S-2GBSQ 2 GB,,"3,1333","1,2",,Green,13.503,9
G.Skill F2-6400CL5D-4GBSQ 4 GB,,"2,800","2,2",,Green,12.5,5
G.Skill F3-8500CL7S-2GBSQ 2 GB,,"3,1066","1,2",,Green,13.133,7
G.Skill F3-10666CL9S-2GBSQ 2 GB,,"3,1333","1,2",,Green,13.503,9
G.Skill F3-10666CL9D-4GBSQ 4 GB,,"3,1333","2,2",,Green,13.503,9
G.Skill F2-5300CL4D-2GBSA 2 GB,,"2,667","2,1",,Green,11.994,4
G.Skill F3-10600CL9S-4GBSQ 4 GB,,"3,1333","1,4",,Green,13.503,9
G.Skill F3-10600CL9D-4GBSQ 4 GB,,"3,1333","2,2",,Green,13.503,9
G.Skill F2-5300CL5D-8GBSQ 8 GB,,"2,667","2,4",,Green,14.993,5
GeIL GS34GB1066C7SC 4 GB,20.35,"3,1066","1,4",5.088,Green,13.133,7
GeIL GX2S6400-2GB 2 GB,,"2,800","1,2",,Green,12.5,5
Kingston KVR533D2S4K2/2G 2 GB,,"2,533","2,1",,Green,15.009,4
Kingston ValueRAM 2 GB,,"3,1066","1,2",,Green,13.133,7
Kingston KHX4200S2LL/2G 2 GB,,"2,533","1,2",,Blue / White,11.257,3
Kingston KVR800D2SO/2GR 2 GB,,"2,800","1,2",,Green,15,6
Kingston KHX1600C9S3K2/8GX 8 GB,,"3,1600","2,4",,Blue / Silver,11.25,9
Kingston KHX1600C9S3P1K2/4G 4 GB,,"3,1600","2,2",,Gray / Silver,11.25,9
Kingston KHX1600C9S3P1K2/8G 8 GB,,"3,1600","2,4",,Gray / Silver,11.25,9
Kingston KHX1866C11S3P1K2/4G 4 GB,,"3,1866","2,2",,Gray / Silver,11.79,11
Kingston ValueRAM 2 GB,,"3,1066","1,2",,Green,13.133,7
Kingston ValueRAM 4 GB,,"3,1066","2,2",,Green,13.133,7
Kingston KVR1333D3SOK2/8GR 8 GB,,"3,1333","2,4",,Green,13.503,9
Kingston KVR800D2SO/1GR 1 GB,,"2,800","1,1",,Green,12.5,5
Kingston KVR800D2S6K2/2G 2 GB,,"2,800","2,1",,Green,15,6
Kingston KVR667D2SO/1GR 1 GB,,"2,667","1,1",,Green,14.993,5
Kingston KVR800D2S5/1G 1 GB,,"2,800","1,1",,Green,12.5,5
Kingston KVR800D2S6K2/4G 4 GB,,"2,800","2,2",,Green,15,6
Kingston KHX6400S2LLK2/4G 4 GB,,"2,800","2,2",,Blue / White,12.5,5
Kingston ValueRAM 4 GB,,"2,667","2,2",,Green,14.993,5
Kingston KHX1333C7S3K2/4G 4 GB,,"3,1333","2,2",,Blue / Silver,10.503,7
Kingston ValueRAM 4 GB,,"2,667","2,2",,Green,14.993,5
Kingston KVR1333D3SO/2GR 2 GB,,"3,1333","1,2",,Green,13.503,9
Kingston KVR533D2K2SO/2GR 2 GB,,"2,533","2,1",,Green,15.009,4
Kingston KVR800D2S5K2/4G 4 GB,,"2,800","2,2",,Green,12.5,5
Kingston KVR800D2S6/1G 1 GB,,"2,800","1,1",,Green,15,6
Kingston KHX5300S2LLK2/4G 4 GB,,"2,667","2,2",,Blue / White,11.994,4
Patriot PSD34G1066SK 4 GB,,"3,1066","2,2",,Green,13.133,7
Patriot Signature 4 GB,,"3,1600","2,2",,Green,13.75,11
Mushkin 991395 1 GB,,"2,533","1,1",,Green,15.009,4
Samsung MV-3T4G4/US 4 GB,,"3,1333","1,4",,Black,13.503,9
Mushkin Essentials 4 GB,,"2,667","1,4",,Green,14.993,5
Patriot Signature 2 GB,,"3,1600","1,2",,Green,13.75,11
Patriot Signature 4 GB,,"2,800","1,4",,Green,15,6
Samsung MV-2S2G4/US 2 GB,,"2,800","1,2",,Black,15,6
Mushkin Essentials 1 GB,,"2,667","1,1",,Green,14.993,5
PNY Optima 8 GB,,"3,1066","2,4",,Green,13.133,7
Mushkin Essentials 2 GB,,"2,667","2,1",,Green,14.993,5
Wintec AMPO 1 GB,,"2,667","1,1",,Green,14.993,5
PNY Optima 4 GB,,"3,1066","1,4",,Green,13.133,7
Wintec 3AMD31333N-8G2K-R 8 GB,,"3,1333","2,4",,Green,13.503,9
Patriot Signature 4 GB,,"3,1600","1,4",,Green,13.75,11
Mushkin Essentials 2 GB,,"2,667","1,2",,Green,11.994,4
Patriot PSD22G8002S 2 GB,,"2,800","1,2",,Green,15,6
Patriot PSD24G667SK 4 GB,,"2,667","2,2",,Blue,14.993,5
Mushkin Essentials 2 GB,,"2,667","2,1",,Green,11.994,4
Mushkin Redline 8 GB,,"3,1600","2,4",,Red,8.75,7
G.Skill Sniper Gaming 12 GB,,"3,1600","3,4",,Black / Red,8.75,7
Crucial Ballistix Sport 12 GB,,"3,1600","3,4",,Black / Silver,12.5,10
Mushkin Blackline 12 GB,,"3,2000","3,4",,Black,9,9
Kingston KVR1333D3SOK2/4GR 4 GB,,"3,1333","2,2",,Green,13.503,9
ADATA Gaming 2 GB,,"3,1600","1,2",,Black / Silver,11.25,9
Wintec One 12 GB,,"3,1600","3,4",,Black / Silver,11.25,9
G.Skill Ripjaws 24 GB,,"3,1600","6,4",,Black / Blue,8.75,7
Patriot Signature 4 GB,,"3,1066","1,4",,Green,13.133,7
G.Skill F2-5300CL5D-4GBSK 4 GB,,"2,667","2,2",,Black / Silver,14.993,5
Crucial CT2KIT51264AC667 8 GB,,"2,667","2,4",,Green,14.993,5
Kingston HyperX 4 GB,,"3,1866","2,2",,Blue / Silver,9.646,9
Wintec AMPX 6 GB,,"3,1600","3,2",,Black / Silver,10,8
