name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Logitech B530,,Supra-aural,"20,20",true,false,Closed,Black
Logitech H600,,Supra-aural,,true,true,Closed,Black / Blue
Logitech H650e,69.98,Supra-aural,"50,10",true,false,Closed,Black / Silver
Logitech G230,,Circumaural,"20,20",true,false,Closed,Black / Red
Mad Catz F.R.E.Q. 7,,Circumaural,,true,false,Closed,Black
Mad Catz F.R.E.Q. 5,,Circumaural,,true,false,Closed,Black
Mad Catz Kunai,,Supra-aural,"20,20",true,true,Closed,Black
Mad Catz TRIAX180,,Circumaural,"25,22",true,false,Closed,Black
ROCCAT Kulo,,Supra-aural,"20,20",true,false,Closed,Black
ROCCAT Kulo - Virtual 7.1 Gaming Headset,,Supra-aural,"20,20",true,false,Closed,Black
Razer Banshee StarCraft II Heart of the Swarm,,Circumaural,"20,20",true,false,Closed,Black / Silver
Razer Electra Essential Gaming & Music Headset,,Circumaural,"25,16",true,false,Closed,Black / Green
Razer Kraken Pro,,Circumaural,"20,20",true,false,Closed,Black / Green
Sennheiser PC333D,,Circumaural,"14,22",true,false,Closed,Black / Silver
Sennheiser CC 510,,Supra-aural,"300,3.4",true,false,Closed,Black
Sennheiser CC520 IP,149.99,Supra-aural,"150,6.8",false,false,Closed,Black / Silver
Sennheiser CC550 IP,,Supra-aural,"150,6.8",false,false,Closed,Black
Sennheiser DW Pro2,,Supra-aural,,true,false,Closed,Black / Silver
Sennheiser PC131,,Supra-aural,"80,18",true,false,Closed,Black / Silver
Sennheiser PC141,,Supra-aural,"40,20",true,false,Closed,Black / Silver
Sennheiser PC 310,,Supra-aural,"17,22",true,false,Closed,Black
Sennheiser PC 320,,Circumaural,"15,230",true,false,Closed,Black
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Black
SteelSeries Siberia v2,,Circumaural,"18,28",true,false,Closed,Black
SteelSeries Siberia v2,,Circumaural,"18,28",true,false,Closed,Black / Blue
SteelSeries Siberia v2,,Circumaural,"18,28",true,false,Closed,Black / White
SteelSeries Siberia v2,,Circumaural,"18,28",true,false,Closed,Black / Gold
SteelSeries 61-053,,Circumaural,"18,28",true,false,Closed,Black / Yellow
SteelSeries Flux,,Supra-aural,"18,28",true,false,Closed,Black
SteelSeries 7H,,Circumaural,"18,28",true,false,Closed,Black
SteelSeries 5H v2,,Circumaural,"16,28",true,false,Closed,Black / White
SteelSeries Siberia v2,,Circumaural,"18,28",true,false,Closed,Black / Silver
SteelSeries Flux,,Supra-aural,"18,28",true,false,Closed,White
SteelSeries Flux,,Supra-aural,"18,28",true,false,Closed,Black / Orange
SteelSeries GH-100,,Supra-aural,,true,false,Closed,Black / Silver
Thermaltake LHA0049-B,49.98,Supra-aural,,false,false,Closed,White
Turtle Beach EarForce Z SEVEN,,Circumaural,,true,false,Closed,Black / White
Turtle Beach EarForce Z2,,Circumaural,,true,false,Closed,Black / White
Turtle Beach M5,,Circumaural,"20,20",true,false,Closed,Black / Silver
Turtle Beach Ear Force ZLa,,Supra-aural,"20,20",true,false,Closed,Black
Turtle Beach Z22,,Circumaural,,true,false,Closed,Black / Red
Cooler Master Ceres -400,,Circumaural,"20,20",true,false,Closed,Black / Red
Cooler Master CM Storm Sirus S,,Circumaural,"10,20",true,false,Closed,Black / Red
Cooler Master CM Storm Sonuz,,Circumaural,"10,20",true,false,Closed,Black / Red
Cooler Master CM Storm Pulse-R,,Circumaural,"20,20",true,false,Closed,Black / White
Cooler Master CM Storm Sirus 5.1 w/ Tactical Mixing Console,,Circumaural,"10,20",true,false,Closed,Black / Silver
Beyerdynamic Tesla T50p,,Supra-aural,"10,23",false,false,Closed,Black / Silver
Beyerdynamic Trendline Virginia Rose MMX 41 iE,,In Ear,"15,20",false,false,Closed,Purple / Black
Beyerdynamic Trendline Racing Green MMX 41 iE,,In Ear,"15,20",false,false,Closed,Green / Black
Beyerdynamic DT 770 PRO HT,,Circumaural,"5,35",false,false,Closed,Black / Silver
Beyerdynamic MMX 101 iE,,In Ear,"10,23",false,false,Closed,Black
AKG IP2,,In Ear,"12,23.5",false,false,Closed,Black / Silver
AKG K-495NC,,Circumaural,"20,20",false,false,Closed,Black / Silver
AKG K142HD,,Circumaural,"18,24",false,false,Closed,Black / Silver
AKG K242HD,,Circumaural,"15,25",false,false,Semi-open,Black / Silver
AKG K267 TIESTO,,Circumaural,"5,30",false,false,Closed,Black / Silver
AKG K272 HD,,Circumaural,"16,28",false,false,Closed,Black / Silver
AKG K326BLK,,Earbud,"17,23",true,false,Closed,Black
AKG K326RED,,Earbud,"17,23",true,false,Closed,Black / Red
AKG K326SNY,,Earbud,"17,23",true,false,Closed,Black / Yellow
AKG K328SBP,,Earbud,"13,22.5",true,false,Closed,Black / Purple
AKG K328SBR,,Earbud,"13,22.5",true,false,Closed,Black / Red
AKG K350 CRM,135,In Ear,"12,23.5",true,false,Closed,Black / Silver
AKG K350 WHT,,In Ear,"12,23.5",true,false,Closed,White
AKG K374SLV,,In Ear,"10,24",false,false,Closed,Black / Silver
AKG K420BLU,,Circumaural,"13,27",false,false,Semi-open,Black / Blue
AKG K430WHT,,Circumaural,"12,28",false,false,Closed,White
AKG K451BLK,,Supra-aural,"11,29.5",false,false,Closed,Black / Silver
AKG K490 NC,,Circumaural,"20,20",false,false,Closed,Black / Silver
AKG K512 MKII,,Circumaural,"16,20",false,false,Closed,Black / Silver
AKG K518LERED,,Circumaural,"16,24",false,false,Closed,Black / Red
AKG K518LEWHT,,Circumaural,"16,24",false,false,Closed,Black / White
AKG K518LE,,Circumaural,"16,24",false,false,Closed,Black / Yellow
AKG K551SLV,,Circumaural,"12,28",true,false,Closed,Black / Silver
AKG K619BLK,,Circumaural,"16,24",true,false,Closed,Black
AKG K619BLU,,Circumaural,"16,24",true,false,Closed,Black / Blue
AKG K619RED,,Circumaural,"16,24",true,false,Closed,Black / Red
AKG K830BT,199.95,Supra-aural,"18,20",false,false,Closed,Black
AKG K840 KL,,Supra-aural,"10,31",false,false,Closed,Black / Silver
AKG Q701B,,Circumaural,"10,39.8",false,false,Open,Black / Green
AKG Q701WHT,,Circumaural,"10,39.8",false,false,Open,Black / White
AKG K391NC,,In Ear,"12,24",true,false,Closed,Black / Silver
Audio-Technica ATH-M50,,Circumaural,"15,28",false,false,Closed,Black
Mad Catz F.R.E.Q. 7,,Circumaural,,true,false,Closed,Black
Mad Catz F.R.E.Q. M,,Circumaural,"20,20",true,false,Closed,Black / Red
Mad Catz MOV471060002/04/1,,Circumaural,,true,false,Closed,Black
Etymotic Research HF2,,In Ear,"20,15",true,false,Closed,Black / White
Etymotic Research HF2,,In Ear,"20,15",true,false,Closed,Blue / White
Gear Head BN2450NC,,Supra-aural,"20,15",true,false,Closed,Black
Gigabyte GP-FLY,,Supra-aural,"15,20",false,false,Closed,Black / Silver
Hercules 4780507,,Circumaural,"20,20",false,false,Closed,Black
Koss CS95,17.98,Supra-aural,"30,16",true,false,Closed,Black / Silver
Koss 154328,,Circumaural,"30,20",false,false,Closed,Black
Koss SB49,44.98,Circumaural,"18,20",true,false,Closed,Black / White
Koss KEB6W,,In Ear,,false,false,Closed,White
Koss KMO10G,,Earbud,"60,20",false,false,Closed,Camo
Koss KMO10P,,Earbud,"60,20",false,false,Closed,Pink
Koss KMO5G,,Earbud,"60,20",false,false,Closed,Green
Koss UR22V,,Circumaural,"20,20",false,false,Closed,Black
Philips SHS4150,,Earbud,,false,false,Closed,White
Philips HS430,,Supra-aural,"12,20",false,false,Closed,Black / Blue
Philips SHL1601,,Supra-aural,,false,false,Closed,Pink
Philips SHE2100BK28,,Earbud,"12,22",false,false,Closed,Black
Philips SHE2100BL28,17.98,Earbud,"12,22",false,false,Closed,White / Blue
Philips SHE2100PK28,,Earbud,"12,22",false,false,Closed,Pink / White
Philips SHE2100PP28,14.95,Earbud,"12,22",false,false,Closed,Purple
Asus NC1/BLK/ALW/AS,,Supra-aural,"16,22",false,false,Closed,Black
Audiovox RCA-WHP141B,,Circumaural,,false,true,Closed,Black
Cobra EHH007BK,,Circumaural,"20,20",true,false,Closed,Black / Silver
Coby CV-121,,Circumaural,,false,false,Closed,Black / Silver
Coby CV195,,Circumaural,,false,false,Closed,Black
Coby 716829222331,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV-121,,Circumaural,,false,false,Closed,Black / Silver
Coby CV400GRN,,Supra-aural,,false,false,Closed,Black / Green
Coby CV400GRN,,Supra-aural,,false,false,Closed,Black / Red
Coby CVH32,,Supra-aural,,false,false,Closed,Black
Coby CV-121,,Circumaural,,false,false,Closed,Black / Silver
Coby CV-H32,,Supra-aural,,false,false,Closed,Black
Coby CV135,,Supra-aural,,false,false,Closed,Black
Coby CV135BLU,,Supra-aural,,false,false,Closed,Black / Blue
Coby CV135,,Supra-aural,,false,false,Closed,Black / Red
Coby CV135SVR,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV140BLK,,Supra-aural,,false,false,Closed,Black / Red
Coby CV140SVR,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV145BLK,,Supra-aural,,false,false,Closed,Black
Coby CV145BLU,,Supra-aural,,false,false,Closed,Black
Coby CV145RED,,Supra-aural,,false,false,Closed,Black / Red
Coby CV145SVR,,Supra-aural,,false,false,Closed,Black / Silver
Coby CV18523BLK,,Supra-aural,,false,false,Closed,Black
Coby CV18523RED,,Circumaural,,false,false,Closed,Black / Red
Coby CV195,,Circumaural,,false,false,Closed,Black
Corsair Raptor H3,,Circumaural,"20,20",true,false,Closed,Black
Corsair Raptor H5,,Circumaural,"20,20",true,false,Closed,Black
AKG K3003i,,In Ear,"10,30",false,false,Closed,Black / Silver
AKG K618 DJ,,Supra-aural,,false,false,Closed,Black
Beyerdynamic T70P,,Circumaural,"5,40",false,false,Closed,Black / Silver
Harman Kardon J22IBLK,,In Ear,"18,20",true,false,Closed,Black / Red
Harman Kardon JBLQSINBLK,,In Ear,,true,false,Closed,Black / Red
Harman Kardon JBLQSONBLK,,Supra-aural,,true,false,Closed,Black / Red
Harman Kardon JBLQSONWHT,,Supra-aural,,true,false,Closed,White / Red
Harman Kardon JBLRXONWHT,,Supra-aural,,true,false,Closed,Black / White
Harman Kardon TMG21W,,In Ear,"13,22.5",false,false,Closed,Brown
Harman Kardon TMG81W,,Supra-aural,"18,24",false,false,Closed,White
Logitech UE 500,,In Ear,"20,20",false,false,Closed,Black / Silver
Logitech UE 200,,In Ear,"20,20",false,false,Closed,Black / Silver
Logitech 600vi,22.95,In Ear,"20,20",false,false,Closed,Black / Silver
Logitech UE 200,,In Ear,,false,false,Closed,Black / Silver
Logitech UE200,,In Ear,,false,false,Closed,Black / Purple
Logitech UE 200,,In Ear,,false,false,Closed,Black / Blue
Logitech UE 100,,In Ear,"20,20",false,false,Closed,Multicolor
Logitech 200vi,,In Ear,"20,20",false,false,Closed,Purple
Logitech Ultimate Ears 200vi,,In Ear,"20,20",true,false,Closed,Blue
Logitech UE 500vi,,In Ear,"20,20",true,false,Closed,Black / Silver
Logitech BH320,,Earbud,,false,false,Closed,Black / Silver
Sony DR-EX12iP/BLU,,In Ear,"8,22",false,false,Closed,Blue / White
Sony DR-EX12iP/RED,,In Ear,"8,22",false,false,Closed,Red / White
Sony DR-EX14VP/BLK,,In Ear,"8,22",false,false,Closed,Black
Sony DR-EX14VP/PNK,,In Ear,"8,22",false,false,Closed,Pink / White
Sony DR-EX14VP/PNK,,In Ear,"8,22",false,false,Closed,White / Purple
Sony DRBTN200B,,Supra-aural,"10,24",false,false,Closed,Black
Sony DRBTN200W,,Supra-aural,"20,20",false,false,Closed,White
Sony DREX12IP/BLK,,In Ear,"8,22",false,false,Closed,Black
Sony DREX61IP,,In Ear,"5,23",true,false,Closed,Black
Sony DRPQ7IP/RED,,In Ear,"8,22",false,false,Closed,Black / Red
Sony MDR-AS200 BLU,,Earbud,"17,22",false,false,Closed,Black / Blue
Sony MDR-EX10LP/BLK,,In Ear,"8,22",false,false,Closed,Black
Sony MDR-EX10LP/DBL,,In Ear,"8,22",false,false,Closed,Blue / White
Sony MDR-EX58V/BLK,,In Ear,"5,23",false,false,Closed,Black / Silver
Sony MDR-EX58V/BLU,,In Ear,"5,23",false,false,Closed,Black / Blue
Sony MDR-EX58V/VLT,,In Ear,"5,23",false,false,Closed,Black / Purple
Sony MDR-EX58V/WHI,,In Ear,"5,23",false,false,Closed,White
Sony MDR-NC13,,In Ear,"10,22",false,false,Closed,Black
Sony MDRAS400IPB,,In Ear,,true,false,Closed,Black
Sony MDRAS40EX,,In Ear,"10,23",false,false,Closed,Black / Silver
Sony MDRE9LP/GRAY,,Earbud,"18,22",false,false,Closed,Translucent Black
Sony MDRE9LP/GRN,,Earbud,"18,22",false,false,Closed,Green / White
Sony MDRE9LP/PNK,,Earbud,"18,22",false,false,Closed,Green / White
Sony MDRE9LP/RED,,Earbud,"18,22",false,false,Closed,Red / White
Sony MDRE9LP/VLT,,Earbud,"18,22",false,false,Closed,White / Purple
Sony MDR-ED12LP/BLU,,In Ear,"8,22",false,false,Closed,Black / Blue
Sony MDRED12LP/SLV,,In Ear,"8,22",false,false,Closed,Black / Silver
Sony MDREX100IPB,,In Ear,"5,24",false,false,Closed,Black / Silver
Sony MDREX100IPW,,In Ear,"5,24",false,false,Closed,White
Sony MDREX10LP/RED,,In Ear,"8,22",false,false,Closed,Red / White
Sony MDREX10LP/VLT,,In Ear,"8,22",false,false,Closed,White / Purple
Sony MDREX10LP/WHI,,In Ear,"8,22",false,false,Closed,White
Sony MDR-EX38iP/BLK,,In Ear,"6,23",false,false,Closed,Black
Sony MDR-EX38iP/WHI,,In Ear,"6,23",false,false,Closed,White
Sony MDREX40LP/BLU,,In Ear,"6,23",false,false,Closed,Blue / White
Sony MDREX40LP/PNK,,In Ear,"6,23",false,false,Closed,Pink
Sony MDREX40LP/VLT,,In Ear,"6,23",false,false,Closed,Purple
Sony MDREX40LP/WHI,,In Ear,"6,23",false,false,Closed,White
Sony MDRNC100D,,In Ear,"8,23",false,false,Closed,Black
Sony MDRXB21EX,,In Ear,"5,23",false,false,Closed,Black
Sony XBA-3iP,,In Ear,"4,28",false,false,Closed,Black / Silver
Sony MDREX38iP/BLK EX,,In Ear,,false,false,Closed,Black
Sony MDREX40LP/PNK,,In Ear,,false,false,Closed,Pink
Sony MDR-EX40LP,,In Ear,,false,false,Closed,Black
Sony DR-310DP/WHI,,Supra-aural,,false,false,Closed,White
Sony DR-AS22IP,,Earbud,"18,22",false,false,Closed,Black
Sony DRPQ7IP/VLT,,In Ear,,true,false,Closed,Black / Purple
Sony MDR-E818LP,,Earbud,"12,22",false,false,Open,Black / Silver
Sony MDR-EX210B/BLU,,In Ear,"5,24",false,false,Closed,Black / Blue
Sony MDR-EX37B/BLK,,In Ear,"6,23",false,false,Closed,Black / Silver
Sony MDR-EX37B/YLW,,In Ear,"6,23",false,false,Closed,Black / Yellow
Sony MDRED12LP/SILVER,,In Ear,,false,false,Closed,Black / Silver
Sony MDREX100APL,,In Ear,"5,24",false,false,Closed,Black / Blue
Sony MDREX100APP,,In Ear,"5,24",false,false,Closed,Black / Pink
Sony MDREX25LPBLU,,In Ear,"6,23",false,false,Closed,Blue / White
Sony MDREX25LPPNK,,In Ear,"6,23",false,false,Closed,Pink
Sony MDREX25LPVLT,,In Ear,"6,23",false,false,Closed,Purple
Sony MDREX38IP/BQ(U),,In Ear,,false,false,Closed,Black
Sony MDREX38IP/WQ(U),,In Ear,,false,false,Closed,White
Sony XBA-1,,In Ear,"5,25",false,false,Closed,Black / Silver
Sony XBAC10IPBL,,In Ear,"5,25",true,false,Closed,Black
Sony XBAC10IPWH,,In Ear,"5,25",true,false,Closed,White
A4Tech L-610-1,,Circumaural,"20,20",true,false,Closed,Black / Silver
A4Tech MK-630P,,In Ear,"20,20",false,false,Closed,Pink / White
A4Tech MK-650P,,In Ear,"20,20",false,false,Closed,Pink / Silver
Creative Labs Aurvana In-Ear2,,In Ear,"15,16",false,false,Closed,Black / Silver
Creative Labs HQ-1450,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Creative Labs Aurvana In-Ear3,,In Ear,"10,17",false,false,Closed,Black / Silver
Creative Labs EP-660,,In Ear,"6,23",false,false,Closed,Black / Silver
Creative Labs ZEN AURVANA,,In Ear,"20,20",false,false,Closed,Black
Creative Labs EP-830,,In Ear,"6,23",false,false,Closed,Black / Silver
Cyber Acoustics AC-100B,18.95,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-200B,,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-744,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics ACM-940,,Circumaural,"20,20",false,false,Closed,Black
Cyber Acoustics AC-400MV,,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-401,32.6,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-404,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-648,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-740,26.79,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-744,,Supra-aural,,true,false,Closed,Black / Silver
Cyber Acoustics AC-840,16.98,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-850,60.22,Circumaural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-94,,Earbud,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-960,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-9648,,Circumaural,,true,false,Closed,Black / Silver
Cyber Acoustics AC-96I,,In Ear,,true,false,Closed,Black / Silver
Cyber Acoustics AC-740,,Earbud,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics ACM-62,10.99,Supra-aural,,false,false,Closed,Black
Cyber Acoustics ACM-62B,,Supra-aural,"20,18",false,false,Closed,Black
Cyber Acoustics ACM-7002,,Circumaural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics ACM-940,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics HE200RB,,Supra-aural,,false,false,Closed,Black / Silver
Altec Lansing MZX736,,In Ear,"20,20",false,false,Closed,Blue / White
Antec BXH-100 BLK,,In Ear,"20,20",false,false,Closed,Black / Red
Antec BXH-100 GRN,,In Ear,"20,20",false,false,Closed,Green / White
Antec BXH-100 GRY,,In Ear,"20,20",false,false,Closed,Black / Gray
Antec BXH-100 SIL,,In Ear,"20,20",false,false,Closed,Silver
Antec BXH-100 WHI,,In Ear,"20,20",false,false,Closed,White / Purple
Apple MB770G,,Earbud,,true,false,Closed,White
ARCTIC P301,,Circumaural,"12,24",true,false,Closed,Black / Silver
Panasonic RP-HT227,,Circumaural,,false,false,Closed,Black / Silver
Panasonic RP-DJS400-R,,Supra-aural,"10,27",false,false,Closed,Black / Red
Panasonic RP-DJS400-W,,Circumaural,"10,27",false,false,Closed,White
Panasonic RP-DJS400-Z,,Supra-aural,"10,27",false,false,Closed,White / Pink
Panasonic RP-HT227,,Circumaural,"18,22",false,false,Closed,Black / Silver
Panasonic RP-HTF295,,Circumaural,,false,false,Closed,Black
Panasonic RP-HTF890-S,,Circumaural,"5,30",false,false,Open,Black / Silver
Panasonic RP-HTX7-A1,,Circumaural,,false,false,Closed,Black / Blue
Panasonic RP-HTX7-C1,,Circumaural,,false,false,Closed,Black / White
Panasonic RP-HTX7-G1,,Circumaural,"7,22",false,false,Closed,Black / Green
Panasonic RP-HTX7-K1,,Circumaural,"7,22",false,false,Closed,Black / Silver
Panasonic RP-HTX7-W1,,Circumaural,"7,22",false,false,Closed,Black / White
Panasonic RP-HTX7P1,,Circumaural,"7,22",false,false,Closed,Black / Pink
Panasonic RP-HTX7R1,,Circumaural,"7,22",false,false,Closed,Black / Red
Panasonic RP-HX35-R,16.98,Supra-aural,"10,25",false,false,Closed,Black / Red
Panasonic RPHT360,,Circumaural,"10,27",false,false,Closed,Black / Silver
Razer Star Wars: The Old Republic Gaming Headset,,Circumaural,,true,false,Closed,Black / White
SteelSeries 51006,,Circumaural,,true,false,Closed,Black / White
SteelSeries Siberia,,In Ear,"30,24",false,false,Closed,White
SteelSeries 7H,,Circumaural,"18,28",true,false,Closed,Black
SteelSeries 5H v2,,Circumaural,"16,28",true,false,Semi-open,Black
SteelSeries 7h,,Circumaural,,true,false,Closed,Black
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Black / White
SteelSeries SS-61001,,Circumaural,"16,28",true,false,Closed,Black / Silver
Yamaha EPH-100,,In Ear,"20,20",false,false,Closed,Black / Silver
Yamaha EPH-20 Black,,In Ear,"20,21",false,false,Closed,Black
Yamaha EPH-20 Indigo,,In Ear,"20,21",false,false,Closed,Black / Purple
Yamaha EPH-20BR,,In Ear,"20,21",false,false,Closed,Black / Red
Yamaha EPH-20BU,,In Ear,"20,21",false,false,Closed,Black / Purple
Yamaha EPH-20GN,,In Ear,"20,21",false,false,Closed,Black / Green
Yamaha EPH-30BL,,In Ear,"20,21",false,false,Closed,Black / Silver
Yamaha EPH-30WH,,In Ear,"20,21",false,false,Closed,White
Yamaha EPH-50,,In Ear,"20,21",false,false,Closed,Black
Yamaha EPH-50 White,,In Ear,"20,21",false,false,Closed,White
Yamaha EPH-50WH,,In Ear,"20,21",false,false,Closed,White
Yamaha EPH-C500-BL,,In Ear,,false,false,Closed,Black / Silver
Yamaha EPH-C500-WH,,In Ear,,false,false,Closed,White
Yamaha HPH-200BL,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Yamaha HPH-200BL,,Supra-aural,"20,20",false,false,Closed,White
Yamaha HPH-PRO300BL,,Supra-aural,"20,20",false,false,Closed,Black / White
Yamaha HPH-PRO300BU,,Supra-aural,"20,20",false,false,Closed,Black / Blue
Yamaha HPH-PRO300WH,,Supra-aural,"20,20",false,false,Closed,Black / White
Yamaha HPH-PRO400BL,,Supra-aural,"20,20",false,false,Closed,Black / White
Yamaha HPH-PRO400WH,,Supra-aural,"20,20",false,false,Closed,White / Black
Yamaha HPH-PRO500BL,,Supra-aural,"20,20",false,false,Closed,Black / Silver
Yamaha RH2C,,Circumaural,"25,15",false,false,Semi-open,Black
Creative Labs Aurvana Live!,,Circumaural,"10,30",false,false,Closed,Black
Monoprice 8323,,Circumaural,"20,20",false,false,Closed,Black
Gear Head HS2750S,,Circumaural,,false,false,Closed,Black / Silver
Gear Head HQ4750BLU,,Supra-aural,,false,false,Closed,Black / Blue
Gear Head HQ4750RED,,Supra-aural,,false,false,Closed,Black / Red
Gear Head HQ4750GRN,,Supra-aural,,false,false,Closed,Black / Green
Gear Head HQ4750BCM,,Supra-aural,,false,false,Closed,Black / Gray
Gear Head BT9850M,,Supra-aural,,true,true,Closed,Black / Silver
Gear Head HQ4750BCM,,Supra-aural,,false,false,Closed,Black / Gray
Gear Head HQ4750BLU,,Supra-aural,,false,false,Closed,Black / Blue
Gear Head HQ4750GRN,,Supra-aural,,false,false,Closed,Black / Green
Gear Head HQ4750RED,,Supra-aural,,false,false,Closed,Black / Red
Gear Head HS2750S,,Supra-aural,,false,false,Closed,Black / Gray
AZIO GH808,,Circumaural,,true,false,Closed,Black / Red
Cobra HS707,,Circumaural,"20,20",true,false,Closed,Black / Blue
Cobra HS707,,Circumaural,"20,20",true,false,Closed,Black / Blue
Ergoguys 3064AV-USB,14.32,Supra-aural,"20,20",true,false,Closed,Black / Silver
Ergoguys 3066AV,,Circumaural,"20,19",true,false,Closed,Black / White
Etymotic Research ER23-HF3-BLACK-I,,In Ear,"20,15",false,false,Closed,Black / Silver
Imation St550,,Circumaural,"20,20",false,false,Closed,Black / Silver
Imation EB50-PNK,9.75,In Ear,"20,20",false,false,Closed,Pink / White
Imation EB50,,In Ear,"20,20",false,false,Closed,Pink / White
Imation 99154,,In Ear,,false,false,Closed,Black
Lenovo P950,,Circumaural,"125,20",true,false,Closed,Black
Microsoft L2 LifeChat LX-2000,,Supra-aural,,true,false,Closed,Black
Microsoft LifeChat LX-6000,,Supra-aural,"75,20",true,false,Closed,Black / Silver
Microsoft LifeChat LX-4000,,Supra-aural,"75,20",true,false,Closed,Black / Silver
Microsoft L2 LifeChat LX-1000,,Supra-aural,"80,20",true,false,Closed,Black
Panasonic 777780526821,,Supra-aural,,true,false,Closed,Black
Panasonic KX-TCA400,,Supra-aural,,true,false,Closed,Black
Panasonic RP-HC200-W,,Circumaural,,true,false,Closed,Black / White
Panasonic RP-HJE190-A,,In Ear,"6,24",false,false,Closed,Black / Blue
Panasonic RP-HJE190-K,,In Ear,"6,24",true,false,Closed,Black
Panasonic RP-HJE190-N,,In Ear,"6,24",false,false,Closed,Black / Gold
Panasonic RP-HJE190-R,,In Ear,"6,24",false,false,Closed,Black / Red
Panasonic RP-HJE190-S,,In Ear,"6,24",false,false,Closed,Black / Silver
Panasonic RP-HJE190-V,,In Ear,"6,24",false,false,Closed,Black / Purple
Panasonic RP-HJE190-W,,In Ear,"6,24",false,false,Closed,White
Panasonic RP-HV21-G,,Earbud,"10,25",true,false,Closed,Green / White
Panasonic RP-HV21-P,,Earbud,"10,25",false,false,Closed,Pink / White
Panasonic RP-HV21-W,,Earbud,"10,25",true,false,Closed,White
Panasonic RP-HV21-v,,In Ear,"10,25",false,false,Closed,White / Purple
Panasonic RP-HV41-D,,In Ear,"10,25",false,false,Closed,Orange
Panasonic RP-HV41-G,,In Ear,"10,25",false,false,Closed,Green
Panasonic RP-HV41-K,,In Ear,"10,25",false,false,Closed,Black / Gray
Panasonic RP-HV41-P,,In Ear,"10,25",false,false,Closed,Pink
Panasonic RP-HV41-PB,,In Ear,"10,25",false,false,Closed,Red
Panasonic RP-HV41-V,,In Ear,"10,25",false,false,Closed,Purple
Panasonic RP-HV41-W,,In Ear,"10,25",false,false,Closed,White
Panasonic RP-HV41A,,In Ear,"10,25",false,false,Closed,Blue
Panasonic RP-HX35-K,,Supra-aural,,false,false,Closed,Black / Silver
Philips SHE2105BK/28,,Earbud,"12,22",false,false,Closed,Black
Philips SHE2105PK/28,,Earbud,"12,22",false,false,Closed,Pink / White
Philips SHE2105WT/28,19.98,Earbud,"12,22",false,false,Closed,White
Philips SHE3575BB/28,,In Ear,"12,23.5",true,false,Closed,Blue
Philips SHE3590BK/10,,In Ear,"12,23.5",true,false,Closed,Black / Silver
Philips SHE3590GY/10,,In Ear,"12,23.5",true,false,Closed,Gray / White
Philips SHE3590PK/10,12.99,In Ear,"12,23.5",true,false,Closed,Pink / White
Philips SHE3590PP/10,,In Ear,"12,23.5",true,false,Closed,White / Purple
Philips SHE3590WT/10,,In Ear,"12,23.5",false,false,Closed,White
Shure SRH750DJ,,Circumaural,"5,30",false,false,Closed,Black / Silver
Rosewill RH-189,,In Ear,"10,22",false,false,Closed,Black / Silver
Rosewill RHM-6308,,Circumaural,"10,25",true,false,Closed,Black / Silver
Rosewill RHTS-11002,,In Ear,"18,24",false,false,Closed,Black / Gold
Rosewill RHTS-11004,,Circumaural,"20,20",false,false,Closed,Black / Silver
Rosewill RHTS-12002,,Circumaural,"20,20",false,false,Closed,Black / Silver
Rosewill RHTS-12004,,In Ear,"18,20",false,false,Closed,Brown / Black
Rosewill RHTS-12005,,Supra-aural,"8,21",false,false,Closed,Black / Silver
Rosewill RHTS-12006,,In Ear,"18,24",false,false,Closed,Brown / Black
Rosewill RHTS-12007,,In Ear,"18,20",false,false,Closed,Black / Silver
Rosewill RHTS-12008,,In Ear,"18,20",false,false,Closed,Black / Silver
Rosewill RHTS-8206,,Circumaural,"20,20",true,false,Closed,Black / Red
Panasonic RP-DH1250-S,,Circumaural,"5,30",false,false,Closed,Black / Silver
Panasonic RP-DJ1205-S,,Supra-aural,"5,30",false,false,Closed,Black / Silver
